tipo,num_pro,ano,id_votacao,resumo,data,hora,objetivo,sessao
PL,6446,2013,3,Mantida a expressão destacada. Sim: 273; não: 145; abstenção: 1; total: 419.,20/10/2015,70920,"DTQ 6: PSDB - DA EXPR. ""EM JUÍZO...PRÉVIO"" CONST. DO ART. 10 DO PL 6.446/2013",5700
PL,6568,2016,1,Aprovado o Substitutivo ao PL 6568. de 2016. apresentado pelo Relator da Comissão de Segurança Pública e Combate ao Crime Organizado. ressalvados os destaques. Sim: 303; não:124; abstenções: 7; total:  434.,15/2/2017,70140,SUBSTITUTIVO DA CSPCCO,6116
MPV,660,2014,1,Suprimido o texto destacado. Sim: 214; não: 221; abstenção: 4; total: 439.,7/4/2015,69840,DVS - PT - ART. 4º  DA LEI Nº 12.800/2013. CONST. DO ART. 1º  DO PLV,5490
MPV,660,2014,2,Aprovada a Emenda nº 1 do Senado Federal. Sim: 350; não: 103; abstenção: 1; total: 454.,15/4/2015,76020,EMENDA Nº 1 DO SENADO FEDERAL AO PLV Nº 1/2015,5501
MPV,661,2014,1,Aprovado o Recurso. Sim: 209; não: 107; total: 316. Em consequência. os referidos arts. 3º. 4º. 5º e 8º voltam a integrar Projeto de Lei de Conversão nº 2/2015.,9/4/2015,59580,RECURSO AOS ARTS. 3º. 4º. 5º E 8º,5495
MPV,661,2014,2,Aprovada a Emenda nº 60. Sim: 298; não: 95; abstenção:4; total: 397 (votação nominal anunciada. de ofício. pela Presidência).,9/4/2015,64860,DVS - PSDB - EMENDA Nº 60,5495
MPV,661,2014,3,Aprovada a Emenda nº 37. Sim: 198; não: 150; abstenção: 1; total: 349.,9/4/2015,66000,DVS - SOLIDARIEDADE - EMENDA Nº 37,5495
MPV,663,2014,1,Aprovado o Projeto de Lei de Conversão nº 5 de 2015. apresentado à Medida Provisória nº 663 de 2014. ressalvados os destaques. Sim: 299; não: 120; abstenção: 1; total: 420.,12/5/2015,67140,PROJETO DE LEI DE CONVERSÃO,5526
MPV,663,2014,2,Rejeitada a Emenda nº 11. Sim: 149; não: 285; total: 434.,12/5/2015,73260,DVS - DEM - EMENDA Nº 11,5527
MPV,663,2014,3,Aprovada a Emenda nº 25. Sim: 243; não: 199; abstenção: 1; total: 443.,12/5/2015,78480,DVS - PDT - EMENDA Nº 25,5527
MPV,664,2014,1,Aprovado. em apreciação preliminar. o Parecer do Relator. na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária. nos termos do artigo 8º da Resolução nº 01. de 2002-CN. Sim: 278; não: 167; abstenção: 1; total: 446.,13/5/2015,64080,PARECER DA CM PELO ATENDIMENTO DOS PRESSUPOSTOS CONSTITUCIONAIS,5528
MPV,664,2014,2,Aprovado o Projeto de Lei de Conversão nº 4 de 2015. apresentado à Medida Provisória nº 664 de 2014. ressalvados os destaques. Sim: 277; não: 178; abstenção: 01; total: 456.,13/5/2015,69720,PROJETO DE LEI DE CONVERSÃO,5529
MPV,664,2014,3,Rejeitada a Emenda nº 507. Sim: 194; não: 261; abstenção: 4; total: 459.,13/5/2015,73740,DVS - PMDB - EMENDA Nº 507,5529
MPV,664,2014,4,Aprovado o texto destacado. Sim: 232; não: 210; abstenção: 2; total: 444.,13/5/2015,76440,DVS - PTB - §§10. 11 E 12 DA EMENDA Nº 45,5529
MPV,664,2014,5,Mantido o texto destacado. Sim: 294; não: 158; abstenção: 2; total: 454.,13/5/2015,78900,DVS - PPS - §10 DO ART. 29 DA LEI 8.213/1991 CONST. DO ART. 3º DO PLV,5529
MPV,664,2014,6,Suprimido o texto destacado. Sim: 220; não: 229; abstenção: 1; total: 450.,13/5/2015,81240,DVS - PP - ALTERAÇÃO PROMOVIDA PELO ART. 3º  DO PLV,5529
MPV,664,2014,7,Rejeitada a Emenda Aglutinativa nº 5. Sim: 110; não: 226; total: 336.,14/5/2015,52920,EMENDA AGLUTINATIVA Nº 5,5530
MPV,664,2014,8,Mantido o texto. Sim: 244; não: 144; abstenção: 2; total: 390.,14/5/2015,55380,DVS - PSDB - §5º DO ART. 60 DA LEI Nº 8.213/1991 ALT. PELO ART. 3º  DO PLV,5530
MPV,664,2014,9,Mantido o texto. Sim: 267; não: 144; abstenção: 3; total: 414.,14/5/2015,58200,DVS - PCdoB - INC. II E III DO §5º DO ART. 60 DA LEI Nº 8.213/1991,5530
MPV,664,2014,10,Mantido o texto. Sim: 248; não: 143; abstenção: 3; total: 394.,14/5/2015,60180,"DVS - DEM - ART. 77. §2º. INC. V. ALÍNEA ""C"" DA LEI Nº 8.213/1991",5530
MPV,664,2014,11,Mantido o texto. Sim: 221; não: 172; abstenção: 6; total: 399.,14/5/2015,61800,DVS - PSDB - §2ºB DO ART. 77 DA LEI Nº 8.213/1991. CONST. DO ART. 3º DO PLV,5531
MPV,665,2014,1,Rejeitado o Requerimento. Sim: 180; não: 229; total: 409.,6/5/2015,55740,REQUERIMENTO DE RETIRADA DE PAUTA,5519
MPV,665,2014,2,NA,6/5/2015,62640,EFEITO SUSPENSIVO,5520
MPV,665,2014,3,Rejeitado o Requerimento. Sim: 49; não: 304; abstenção: 13; total: 366.,6/5/2015,64620,REQ. DE VOTAÇÃO NOMINAL P/ O REQ. DE ENCERRAMENTO DISCUSSÃO E ENCAMINHAMENTO,5520
MPV,665,2014,4,Rejeitado o Requerimento. Sim: 90; não: 283; abstenção: 8; total: 381.,6/5/2015,70500,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,5520
MPV,665,2014,5,Aprovado o Projeto de Lei de Conversão nº 3 de 2015 apresentado à Medida Provisória nº 665 de 2014. ressalvados os destaques. Sim: 252; não: 227; abstenção: 1; total: 480.,6/5/2015,77460,PROJETO DE LEI DE CONVERSÃO,5520
MPV,665,2014,6,Mantido o artigo destacado. Sim: 247; não: 220; abstenção: 4; total: 471.,6/5/2015,79380,DVS - SD - ART. 9º DA LEI Nº 7.998/1990. MODIFICADO PELO ART. 1 DO PLV,5520
MPV,665,2014,7,Mantida a expressão destacada. Sim: 234; não: 229; abstenção: 2; total: 465.,6/5/2015,80520,"DVS - PSB - EXPR. ""CONTRATADO POR PRAZO INDETERMINADO""",5520
MPV,665,2014,8,Mantido o texto destacado. Sim: 258; não: 195; abstenção:3; total: 456.,7/5/2015,53460,DVS - DEM - ART. 3º DA LEI 7998/90,5522
MPV,665,2014,9,Rejeitada a Emenda. Sim: 186; não: 251; abstenção:3; total: 440.,7/5/2015,58500,EMENDA AGLUTINATIVA Nº 1,5522
MPV,665,2014,10,Mantido o texto destacado. Sim: 253; não: 186; abstenção:4; total: 443.,7/5/2015,59940,DVS - PSDB - INCISO I DO ART. 3º DA LEI 7998/90,5522
MPV,665,2014,11,Rejeitada a Emenda. Sim: 179; não: 241; abstenção: 2; total: 422;,7/5/2015,61860,DVS - PSDB - EMENDA Nº 208,5523
MPV,665,2014,12,Rejeitada a Emenda. Sim: 155; não: 255; abstenção: 7; total: 417.,7/5/2015,62880,DVS - PSOL - EMENDA Nº 98,5523
MPV,665,2014,13,Rejeitada a Emenda. Sim: 180; não: 241; abstenção: 3; total: 424.,7/5/2015,64080,DVS - PPS - EMENDA Nº 94,5523
MPV,665,2014,14,Mantido o texto destacado. Sim: 223; não: 180; abstenção: 3; total: 406.,7/5/2015,64740,DVS - PMDB - ART. 2º DO PLV,5523
MPV,665,2014,15,Rejeitada a Emenda. Sim: 180; não: 244; abstenção: 2; total: 426.,7/5/2015,65940,DVS - PDT - EMENDA 68,5523
MPV,665,2014,16,Mantido o texto destacado. Sim: 233; não: 184; abstenção:5; total: 422.,7/5/2015,66360,DVS - PSDB - § 8º DO ART. 2º DA LEI 10.779/2003,5523
MPV,668,2015,1,Rejeitado o Recurso. Sim: 157; não: 287 ; abstenção: 1; total: 445.,19/5/2015,71220,RECURSO PARA ADMISSÃO DO ART. 5º,5535
MPV,668,2015,2,Aprovado o Projeto de Lei de Conversão nº 6 de 2015. apresentado à Medida Provisória nº 668 de 2015. ressalvados os destaques. Sim: 323; não: 125; abstenção: 5; total: 453.,19/5/2015,77760,PROJETO DE LEI DE CONVERSÃO,5535
MPV,668,2015,3,Mantido o artigo destacado. Sim: 310; não: 129; abstenção: 1; total: 440.,19/5/2015,79260,DVS - PPS - ART. 1º DO PLV,5535
MPV,668,2015,4,Votação dos §§ 1º e 2º do artigo 8º da Lei 10.865/2004. proposto pelo artigo 1º do Projeto de Lei de Conversão nº 6. objeto do destaque da bancada do DEM.,19/5/2015,79260,DVS - PPS - ART. 1º DO PLV,5535
MPV,668,2015,5,Mantido o texto destacado. Sim: 311; não: 137; abstenção: 1; total: 449.,19/5/2015,80940,DVS - DEM  - §§ 1º E 2º DO ART 8º DA LEI 10.865/2004,5535
MPV,668,2015,6,Mantido o texto destacado.Sim: 230; não: 221; abstenção: 1; total: 452.,19/5/2015,82500,DVS 9 - PSD - § 1º E CONSEQ. SEUS INC. I E II. DO ART 8º DA LEI 10.865/04,5535
MPV,668,2015,7,Mantido o texto destacado.Sim: 307; não: 130; abstenção: 2; total: 439.,19/5/2015,83280,DVS 13 - PSDB - § 1º-A DO ART 15 DA LEI 1.086/04. PROPOSTO PELO ART 1º DO PLV,5535
MPV,668,2015,8,Suprimida a expressão destacada. Sim:1; não: 306; total: 307.,20/5/2015,63540,"DVS 16 PT- EXPR.""OU QUALQUER OUTRA NATUREZA"". INC. II. ART. 22.LEI 8212/91",5537
MPV,668,2015,9,Suprimido o artigo destacado. Sim:109; não: 283; abstenção: 3; total: 395.,20/5/2015,64920,DVS 23 PT - ART. 16 DO PLV,5537
MPV,668,2015,10,Mantido o artigo destacado. Sim: 266; não: 125; total: 391.,20/5/2015,65880,DVS 24 PSDB - ART. 23 DO PLV,5537
MPV,668,2015,11,Suprimido o artigo destacado. Sim:12; não: 289; abstenção: 10; total: 311. **Em decorrência da rejeição da redação proposta pelo artigo 24 do Projeto de Lei de Conversão nº 6 ao artigo 34-A da Lei 13.097/2015. fica sem efeito a cláusula de vigência constante do inciso VI do artigo 35.,20/5/2015,66720,DVS 6 PMDB - ART. 34-A. DA LEI 13.097/15. INCLUÍDO PELO ART. 24 DO PLV,5537
MPV,668,2015,12,Suprimido o artigo destacado. Sim: 123; não: 315; total: 438.,20/5/2015,69960,DVS 19  PT -  ART. 31 DO PLV,5537
MPV,668,2015,13,Suprimido o dispositivo destacado. Sim: 104; não: 325; total: 429.,20/5/2015,70560,DVS 22 PRB - ART. 34. INC. VI DO PLV,5537
MPV,668,2015,14,Aprovada a Redação Final. na parte referente ao art. 3º do Projeto de Lei de Conversão nº 6 (Relator: Dep. Manoel Junior (PMDB-PB)). Sim: 273; não: 184; abstenção: 7; total: 464.,20/5/2015,73740,REDAÇÃO FINAL - ART. 3º,5537
MPV,670,2015,1,Rejeitada a  Emenda nº 88. Sim: 170; não: 271; abstenção: 1; total: 442.,17/6/2015,81120,DTQ. 2  DEM - EMENDA Nº 88,5573
MPV,670,2015,2,Aprovada a Emenda nº 76. Sim: 222; não: 199; abstenção: 2; total: 423.,17/6/2015,82740,DTQ. 3 PPS - EMENDA Nº 76,5573
MPV,670,2015,3,Aprovada a  Emenda nº 16. Sim: 231; não: 143; total: 374.,17/6/2015,84720,DTQ. 5  PSDB - EMENDA Nº 16,5573
MPV,671,2015,1,Mantido o texto. Sim: 373; não: 31; abstenção: 4; total: 408.,7/7/2015,70620,DTQ. 19 - DEM - CAPÍTULO II DO PLV,5595
MPV,672,2015,1,Aprovada a Medida Provisória nº 672 de 2015. ressalvados os destaques. Sim: 287; não: 12; total: 299.,24/6/2015,65460,MEDIDA PROVISÓRIA,5580
MPV,672,2015,2,Aprovada a Emenda Aglutinativa nº 1. Sim: 206. não: 179; abstenção: 4; total: 389.,24/6/2015,67860,EMENDA AGLUTINATIVA Nº 1,5580
MPV,672,2015,3,Rejeitada a  Emenda nº 65. Sim: 119; não: 279; total: 398.,24/6/2015,71460,DTQ 13: PSDB - EMENDA 65,5580
MPV,672,2015,4,Rejeitada a Emenda nº 107. Sim: 156; não: 228; abstenção: 1; total: 385.,24/6/2015,73560,DTQ 9: PSB - EMENDA 107,5581
MPV,672,2015,5,Rejeitada a Emenda nº 48. Sim: 161; não: 236; total: 397.,24/6/2015,75540,DTQ 11: PSDB - EMENDA Nº 48,5581
MPV,672,2015,6,Rejeitada a Emenda nº 16. Sim: 125; não: 237; abstenção: 1; total: 363.,24/6/2015,77040,DTQ 2: PTB - EMENDA 16,5581
MPV,672,2015,7,Rejeitada a  Emenda nº 80. Sim: 81; não: 300; abstenção: 11; total: 392.,24/6/2015,78540,DTQ 8: PPS - EMENDA 80,5581
MPV,675,2015,1,Aprovado o Projeto de Lei de Conversão nº 11 de 2015. adotado pela Comissão Mista à Medida Provisória nº 675 de 2015. ressalvados os destaques. Sim: 277; não: 77;  total: 354.,3/9/2015,45660,PROJETO DE LEI DE CONVERSÃO Nº 11,5650
MPV,676,2015,1,Aprovada a  Emenda nº 65. Sim: 174; não: 166; abstenção: 1; total: 341.,30/9/2015,52860,DTQ 1: PPS - EMENDA Nº 65,5678
MPV,676,2015,2,Aprovada a Emenda nº 168. Sim: 214; não: 199; abstenção: 7; total: 420.,30/9/2015,58200,DTQ 4: PSB - EMENDA Nº 168,5679
MPV,678,2015,1,Aprovado o Requerimento. Sim: 327; não: 14; abstenção: 13; total: 354.,7/10/2015,71580,REQ. DE VOTAÇÃO NOMINAL DO REQ. DE PREFERÊNCIA PARA A M.P.,5690
MPV,678,2015,2,Rejeitado o Requerimento. Sim: 43; não: 210; abstenção: 5; total: 258.,8/10/2015,42720,REQUERIMENTO DE RETIRADA DE PAUTA,5691
MPV,678,2015,3,Rejeitado o destaque de preferência. Sim: 176; não: 186; abstenção: 1; total: 363.,8/10/2015,45120,DTQ 24: PSDB - PREFERÊNCIA PARA A MPV Nº 678/2015,5691
MPV,678,2015,4,Aprovados os arts. 1º; 3º; 4º (exceto o § 4º); 9º; 10; 11; 13; 14; e 15 do Projeto de Lei de Conversão nº 17 de 2015. ressalvados os destaques. Sim: 185; não: 167; abstenção: 2; total: 354.,8/10/2015,48540,ART. 1º. ART. 3º. ART 4º (EXCETO §4º). ART. 9º. ART. 10. ART. 11. ART. 13...,5691
MPV,678,2015,5,Mantido o texto destacado. Sim: 222; não: 145; abstenção: 3; total: 370.,13/10/2015,65100,DTQ 18: PSC - ART. 10 DO PLV 17/2015,5695
MPV,679,2015,1,Rejeitada a Emenda nº 15. Sim: 43; não: 339; abstenção: 1; total: 383.,17/9/2015,45300,DTQ 2: PSD - EMENDA Nº 15,5664
MPV,681,2015,1,Aprovada a Medida Provisória nº 681 de 2015. na forma do Projeto de Lei de Conversão nº 12 de 2015. ressalvados os destaques. Sim: 249; não: 200; abstenção: 4; total: 453.,15/9/2015,67800,PROJETO DE LEI DE CONVERSÃO,5660
MPV,682,2015,1,Mantido o texto. Sim: 227; não: 169; total: 396.,21/10/2015,64680,DTQ 3: PSOL - ART. 53 DA LEI Nº 12.712/2012. ALTERADO PELO ART 1º DO PLV,5703
MPV,685,2015,1,Aprovada a Medida Provisória nº 685 de 2015. na forma do Projeto de Lei de Conversão nº 22 de 2015. ressalvados os destaques. Sim: 300; não: 87; total: 387.,3/11/2015,65280,PROJETO DE LEI DE CONVERSÃO Nº 22/2015,5714
MPV,685,2015,2,Suprimidos os artigos destacados. Sim: 179; não: 239; abstenção: 1; total: 419.,3/11/2015,69120,DTQ 1: PPS - ART. 7º AO 11º DO PLV 22/2015 (ART. 161. I),5714
MPV,685,2015,3,Aprovada a Emenda Aglutinativa nº 1. Sim: 201; não: 200; abstenção: 1; total: 402.,3/11/2015,70920,EMENDA AGLUTINATIVA Nº 1,5714
MPV,685,2015,4,Rejeitada a Emenda nº 65. Sim: 200; não: 235; abstenção: 3; total: 438.,3/11/2015,74040,DTQ 5: PTB - EMENDA Nº 65 (ART. 161. II),5715
MPV,685,2015,5,Aprovado o destaque. Sim: 371; não: 6; abstenção: 1; total: 378.,17/11/2015,67020,DTQ 2: DEM - ART. 20 DO PLV  DO S.F.. PARA INCLUÍ-LO NO TEXTO DA C.D.,5730
MPV,687,2015,1,Aprovada a Medida Provisória nº 687 de 2015. na forma do Projeto de Lei de Conversão nº 20 de 2015. ressalvados os destaques. Sim: 275; não: 132; total: 407.,27/10/2015,66240,PROJETO DE LEI DE CONVERSÃO Nº 20/2015,5708
MPV,687,2015,2,Suprimido o artigo destacado. Sim: 65; não: 351; total: 416.,27/10/2015,70440,DTQ 4: PSDB - ART. 6º DO PLV Nº 20/2015,5708
MPV,688,2015,1,Rejeitado o Requerimento. Sim: 28; não: 230; abstenção: 2; total: 260.,10/11/2015,64920,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,5722
MPV,688,2015,2,Aprovado. em apreciação preliminar. o Parecer da Comissão Mista. na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária. nos termos do artigo 8º da Resolução nº 01. de 2002-CN. Sim: 243; não: 83; abstenção: 8; total: 334.,10/11/2015,72120,PARECER DA C.M. P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS,5722
MPV,688,2015,3,Aprovada a Medida Provisória nº 688 de 2015. na forma do Projeto de Lei de Conversão nº 23 de 2015. ressalvados os destaques. Sim: 251; não: 173; abstenção: 5; total: 429.,10/11/2015,74580,PROJETO DE LEI DE CONVERSÃO,5723
MPV,688,2015,4,Mantido o texto destacado. Sim: 255; não: 162; abstenção: 3; total: 420.,10/11/2015,77460,DTQ 2: PPS - ART. 1º DO PLV Nº 23/2015,5723
MPV,688,2015,5,Mantido o texto destacado. Sim: 225; não: 199; abstenção: 4; total: 428.,10/11/2015,80460,DTQ 1: PSDB - CAPÍTULO II DO PLV Nº 23/2015,5723
MPV,688,2015,6,Rejeitada a Emenda nº 1. Sim: 184; não: 233; abstenção: 4; total: 421.,10/11/2015,81300,DTQ 4: PSB - EMENDA Nº 1,5723
MPV,691,2015,1,Rejeitado o Requerimento. Sim: 9; não: 260; abstenção: 2; total: 271.,24/11/2015,66360,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,5739
MPV,691,2015,2,Rejeitado o Requerimento. Sim: 14; não: 274; abstenção: 2; total: 290.,24/11/2015,67920,REQ. DE VOTAÇÃO NOMINAL DO REQ. DE ADIAMENTO DA VOTAÇÃO,5739
MPV,691,2015,3,Rejeitado o Requerimento. Sim: 9; não: 296; abstenção: 2; total: 307.,24/11/2015,72300,REQUERIMENTO DE QUEBRA DE INTERSTÍCIO,5739
MPV,691,2015,4,Rejeitado o Requerimento. Sim: 20; não: 248; abstenção: 1; total: 269.,24/11/2015,74220,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,5740
MPV,691,2015,5,Mantido o texto destacado. Sim: 315; não: 10; abstenção: 5; total: 330.,24/11/2015,79860,DTQ. 2: DEM - §4º DO ART. 8º DO PLV Nº 24/2015,5740
MPV,692,2015,1,Rejeitado o Requerimento. Sim: 64; não: 205; abstenção: 2; total: 271.,3/2/2016,65760,REQ. DE VOTAÇÃO NOMINAL DO REQUERIMENTO DE RETIRADA DE PAUTA,5771
MPV,692,2015,2,Aprovada a Medida Provisória nº 692 de 2015. na forma do Projeto de Lei de Conversão nº 27 de 2015. ressalvados os destaques. Sim: 205; não: 176; abstenção: 2; total: 383.,3/2/2016,72660,PROJETO DE LEI DE CONVERSÃO Nº 27/2015,5771
MPV,692,2015,3,Rejeitado o Requerimento. Sim: 141; não: 223; abstenção: 4; total: 368.,3/2/2016,76200,DTQ2: PT - INCISOS I. II. III E IV DO ART. 21 DA LEI 8981/95. CONST. DO ART. 1º,5772
MPV,693,2015,1,Suprimido o texto. Sim: 193; não: 245; abstenção: 7; total: 445.,1/3/2016,74880,DTQ 1: PPS - ART. 2º  DO PLV Nº 2/2016,5793
MPV,694,2015,1,NA,1/3/2016,76500,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,5793
MPV,694,2015,2,Rejeitado o Requerimento. Sim: 159; não: 183; total: 342.,2/3/2016,64200,REQUERIMENTO DE RETIRADA DE PAUTA,5795
MPV,694,2015,3,Mantido o texto. Sim: 261; não: 184; total: 445.,2/3/2016,69720,DTQ 5: PSDB - ART. 1º DO PLV Nº 1/2016,5795
MPV,695,2015,1,"Prejudicada a verificação de votação por falta de ""quorum"" (OBSTRUÇÃO). Sim: 26; não: 200; abstenções: 4; total: 230.",3/2/2016,81180,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,5772
MPV,695,2015,2,Rejeitado o Requerimento. Sim: 37; não: 267; abstenção: 2; total: 306.,16/2/2016,65880,REQUERIMENTO DE VOTAÇÃO NOMIAL DO REQ. DE RETIRADA DE PAUTA,5776
