tipo,num_pro,ano,id_votacao,resumo,data,hora,objetivo,sessao
MPV,695,2015,3,Rejeitado o Requerimento. Sim: 63; não: 301; abstenção: 6; total: 370.,16/2/2016,73860,REQ. DE VOTAÇÃO NOMINAL DO REQUERIMENTO DE RETIRADA DE PAUTA,5777
MPV,695,2015,4,Aprovada a Medida Provisória nº 695 de 2015. na forma do Projeto de Lei de Conversão nº 28 de 2015. ressalvados os destaques. Sim: 280; não: 157; abstenção: 1; total: 438.,16/2/2016,79500,PROJETO DE LEI DE CONVERSÃO Nº 28/2015,5777
MPV,695,2015,5,Mantido o texto. Sim: 280; não: 150; abstenção: 1; total: 431.,16/2/2016,82080,DTQ 2: PSDB - ART. 1º DO PLV Nº 28/2016,5777
MPV,695,2015,6,Mantido o texto. Sim: 246; não: 122; total: 368.,16/2/2016,84420,"DTQ 5: DEM - EXP.: ""INCLUSIVE NO RAMO DE TECNOLOGIA DA INFORMAÇÃO"".",5777
MPV,696,2015,1,Rejeitado o Requerimento. Sim: 30; não: 257; abstenção: 5; total: 292.,17/2/2016,65940,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,5778
MPV,696,2015,2,Suprimido o texto. Sim: 166; não: 188; abstenção: 2; total: 356.,18/2/2016,46800,"DTQ 9: BLOCO PRB - EXP.: ""DA INCORPORAÇÃO DA PERSPECTIVA DE GÊNERO""",5780
MPV,698,2015,1,Rejeitado o Requerimento. Sim: 35; não: 225; abstenção: 3; total: 263.,15/3/2016,66300,REQ. DE VOTAÇÃO NOMINAL DO REQUERIMENTO DE RETIRADA DE PAUTA,5810
MPV,698,2015,2,Rejeitado o Requerimento. Sim: 16; não: 284; abstenção: 3; total: 303.,16/3/2016,61500,REQ. DE VOTAÇÃO NOMINAL DO REQUERIMENTO DE RETIRADA DE PAUTA,5812
MPV,698,2015,3,Rejeitada a Emenda nº 7.  Sim: 160; não: 180; total: 340.,21/3/2016,79680,DTQ. 2: PPS - EMENDA Nº 7,5817
MPV,701,2015,1,"Prejudicada a verificação de votação do Projeto de Lei de Conversão de nº 7 adotado pela Comissão Mista à Medida Provisória nº 701 de 2015 por falta de ""quorum"" (Obstrução). Sim: 48; não: 3; abstenção: 14; total: 65; obstrução: 280.",26/4/2016,65160,PROJETO DE LEI DE CONVERSÃO Nº 7/2016,5858
MPV,701,2015,2,Rejeitado o Requerimento. Sim: 24; Não: 235; Abstenção: 2; Total: 261,3/5/2016,65340,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,5868
MPV,702,2015,1,Aprovado o Projeto de Lei de Conversão nº 6. de 2016. ressalvado o destaque. Sim: 277; não: 15; abstenção: 2; total: 294.,28/3/2016,74280,PROJETO DE LEI DE CONVERSÃO Nº 6/2016,5824
MPV,706,2015,1,Rejeitado o Destaque de preferência. Sim: 99; não: 250; total: 349.,18/5/2016,77280,DTQ 3: PDT -  PREFERÊNCIA PARA O TEXTO ORIGINAL DA MEDIDA PROVISÓRIA,5885
MPV,708,2015,1,Rejeitado o Requerimento. Sim: 11; não: 316; abstenção: 2; total: 329.,23/5/2016,75780,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,5888
MPV,708,2015,2,Rejeitado o Requerimento. Sim: 7; não: 263; abstenção: 1; total: 271.,23/5/2016,81120,REQ. DE DISCUSSÃO POR GRUPO DE ARTIGOS,5888
MPV,708,2015,3,Aprovado o Requerimento. Sim: 287; não: 4; abstenção: 1; total: 292.,23/5/2016,84840,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO,5889
MPV,708,2015,4,Mantido o texto. Sim: 4; Não: 264; Abstenção: 3; Total: 271.,23/5/2016,5220,DTQ 7: PT - INCISO III DO PARÁGRAFO ÚNICO DO ART. 3º DO PLV,5889
MPV,710,2016,1,Aprovado. em apreciação preliminar. o Parecer do Relator. na parte em que manifesta opinião pelo atendimento parcial dos pressupostos constitucionais de relevância. urgência e imprevisibilidade das despesas e pela adequação financeira e orçamentária. nos termos do artigo 8º da Resolução nº 01. de 2002-CN. ressalvado o destaque. Sim: 221; não: 165;  total: 386.,29/3/2016,60240,PARECER DA C.M.O P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS,5825
MPV,713,2016,1,Rejeitado o Requerimento. Sim: 65; não: 225; total: 290.,15/6/2016,57060,REQUERIMENTO DE RETIRADA DE PAUTA,5913
MPV,713,2016,2,Rejeitado o Requerimento. Sim: 8; não: 275; abstenção: 2; total: 285.,15/6/2016,61560,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,5914
MPV,713,2016,3,Aprovado o Requerimento. Sim: 283; não: 14; abstenção: 3; total: 300.,15/6/2016,69000,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO,5914
MPV,713,2016,4,Rejeitado o Requerimento. Sim: 4; Não: 300; Abstenção: 1. Total: 305.,15/6/2016,73560,REQUERIMENTO DE VOTAÇÃO POR GRUPO DE ARTIGOS,5914
MPV,714,2016,1,Rejeitado o Requerimento. Sim: 17; não: 285; abstenção: 1; total: 303.,20/6/2016,76680,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE  RETIRADA DE PAUTA,5920
MPV,714,2016,2,Aprovada a Emenda Aglutinativa nº 1. Sim: 199; não: 71; abstenção: 1; total: 271.,21/6/2016,50100,EMENDA AGLUTINATIVA Nº 1,5921
MPV,718,2016,1,Rejeitado o Requerimento. Sim: 4; não: 337; abstenção: 1; total: 342.,5/7/2016,74040,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DA RETIRADA DE PAUTA,5934
MPV,725,2016,1,Aprovado o Requerimento. Sim: 334.,29/8/2016,76140,DTQ. 1 - PT - PREFERÊNCIA PARA VOTAÇÃO DO TEXTO ORIGINAL,5979
MPV,725,2016,2,Rejeitado o Requerimento. Sim: 4; Não: 260; Abstenção: 3; Total 267.,29/8/2016,70260,REQ. DE  VOTAÇÃO NOMINAL DO  REQ. DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,5979
MPV,726,2016,1,"Verificação da votação preliminar do Parecer. solicitada pelos Dep. Erika Kokay. na qualidade do PT; Leonardo Quintão. na qualidade de Líder do Bloco Parlamentar PMDB. PEN; em razão do resultado proclamado pela Mesa: ""Aprovado. em apreciação preliminar.  o parecer da Comissão Mista"". passando-se à sua votação pelo processo nominal.",29/8/2016,60,PARECER DA C.M. P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...,5980
MPV,726,2016,2,Aprovado. em apreciação preliminar. o Parecer da Comissão Mista. na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária. nos termos do artigo 8º da Resolução nº 01. de 2002-CN. Sim: 269; Não: 13; Abstenção: 1; Total: 283.,29/8/2016,60,PARECER DA C.M. P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...,5980
MPV,726,2016,3,Rejeitado o Requerimento. Sim: 13; Não: 261; Abstenção: 3; Total: 277.,29/8/2016,81960,REQUERIMENTO DE RETIRADA DE PAUTA,5980
MPV,727,2016,1,Rejeitado o Requerimento. Sim: 8; não: 248; abstenção: 1; total: 257.,30/8/2016,46200,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQUERIMENTO DE RETIRADA DE PAUTA,5981
MPV,727,2016,2,Rejeitada a Emenda nº 99. Sim: 22; não: 240; abstenção: 1; total: 263.,30/8/2016,57900,DTQ. 5: PDT - EMENDA Nº 99,5982
MPV,738,2016,1,"Matéria não apreciada por falta de ""quorum"" (obstrução). Sim: 1; Não: 34; Abstenção: 10; Total: 45.",26/10/2016,51420,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,6045
PEC,74,2015,1,Aprovada. em primeiro turno. a Proposta de Emenda à Constituição nº 74 de 2015 na forma do Substitutivo adotado pela Comissão Especial. Sim: 415; não: 1; abstenção: 1; total: 417.,17/11/2015,68280,SUBSTITUTIVO DA COMISSÃO ESPECIAL,5731
PEC,74,2015,2,Aprovada. em segundo turno. a Proposta de Emenda à Constituição nº 74 de 2015. ressalvado o destaque. Sim: 394; não: 4; total: 398.,15/12/2015,67920,PROPOSTA DE EMENDA À CONSTITUIÇÃO - SEGUNDO TURNO,5763
PEC,74,2015,3,Suprimida expressão. Sim: 8; não: 344; total: 352.,15/12/2015,69900,"DTQ 1: PSDB - EXPR. ""FÍSICA"". CONST. DO ART. 102 DO ADCT ALT. PELO ART. 2º",5763
MPV,742,2016,1,Aprovado. em apreciação preliminar. o Parecer da Comissão Mista. na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária. nos termos do artigo 8º da Resolução nº 1. de 2002-CN. Sim: 232; Não: 26; Total: 258.,8/11/2016,71220,PARECER DA C.M. P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...,6051
MPV,742,2016,2,Mantido o texto. Sim: 243; Não: 50; Total: 293.,9/11/2016,69300,DTQ 1: PCdoB - ART. 2º DO PLV,6054
MPV,742,2016,3,Mantido o texto. Sim: 251; Não: 22; Abstenção: 3; Total: 276.,9/11/2016,71220,DTQ 4: PT - §5º DO ART. 38 DA LEI Nº 4.117/1965. NA REDAÇÃO DO ART. 2º DO PLV,6054
MPV,742,2016,4,Rejeitado o Requerimento. Sim: 19; Não: 239; Total: 258 .,8/11/2016,65940,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,6051
MPV,742,2016,5,Aprovada a Emenda Aglutinativa Substitutiva Global nº 1. Sim: 242; Não: 112; Abstenção: 2; Total: 356.,8/11/2016,80100,EMENDA AGLUTINATIVA Nº 1,6052
MPV,742,2016,6,Rejeitado o Requerimento. Sim: 60; Não: 232; Total: 292.,9/11/2016,66600,REQUERIMENTO DE RETIRADA DE PAUTA,6054
MPV,744,2016,1,Rejeitada a Emenda n°4. Sim: 79; não: 210; abstenção: 1; total: 290.,14/12/2016,78900,DTQ 4: PDT - EMENDA Nº 4,6095
MPV,744,2016,2,Rejeitada a Emenda n° 11. Sim: 85; não: 193; abstenção: 1; Total: 279.,14/12/2016,81900,DTQ 1: PT - EMENDA Nº 11,6095
MPV,744,2016,3,Mantido o texto. Sim: 196; não: 92; abstenção: 1; total: 289.,14/12/2016,80940,DTQ 9: PT - ART. 15 E. POR DECORRÊNCIA. ART. 16 E 17 DO PLV,6095
MPV,745,2016,1,Rejeitado o Artigo 1° da Emenda n° 20. Sim: 119; não: 188; total: 307.,7/12/2016,57840,DTQ. 4: BLOCO PP/PTB/PSC  - ART 1º EMENDA Nº 20 (161. II),6083
MPV,745,2016,2,Rejeitado o Requerimento. Sim: 10; não 252; abstenções: 2; total: 264.,7/12/2016,49140,REQUERIMENTO DE RETIRADA DE PAUTA,6083
MPV,746,2016,1,Aprovada a Medida Provisória nº 746 de 2016. na forma do Projeto de Lei de Conversão nº 34 de 2016. ressalvados os destaques. Sim: 263; não: 106; abstenções: 3; total: 372.,7/12/2016,77760,PROJETO DE LEI DE CONVERSÃO Nº 34/2016,6084
MPV,746,2016,2,Rejeitado o Requerimento. Sim: 36; não: 232; total: 268.,7/12/2016,66060,REQUERIMENTO DE VOTAÇÃO NOMINAL DO REQ. DE RETIRADA DE PAUTA,6084
MPV,746,2016,3,Mantido o texto. Sim: 229; Não: 124; Abstenção: 1; Total: 354.,13/12/2016,67560,DTQ. 4: PCdoB - §11 E SEUS INCISOS. DO ART. 36 DA LEI 9394/1996...,6091
MPV,746,2016,4,Rejeitada a Emenda. Sim: 148; Não: 208: Total: 356.,13/12/2016,69180,DTQ. 5: PSOL - EMENDA Nº 16,6091
MPV,746,2016,5,Rejeitada a Emenda nº 183. Sim: 112; Não: 230; Total: 342.,13/12/2016,74220,DTQ. 6 - PDT - EMENDA Nº 183,6091
MPV,746,2016,6,Mantido o texto. Sim: 190; Não: 86: Total: 276.,13/12/2016,73380,DTQ. 9: PT - INC. IV DO ART. 61 DA LEI 9394/96 CONST. DO ART. 6º DO PLV,6091
MPV,746,2016,7,Rejeitada a Emenda. Sim: 121; Não: 192; Abstenção: 1; Total: 314.,13/12/2016,60960,DTQ. 11 - PT- §2º DO ART. 5º DA EMENDA Nº 547 COM VISTAS ...,6091
MPV,746,2016,8,Rejeitado o Requerimento. Sim: 29; Não: 228; Total: 257.,7/12/2016,75960,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,6084
MPV,746,2016,9,Rejeitada a Emenda. Sim: 120; Não: 171; Total: 291.,13/12/2016,63120,DTQ. 23: PTN - EMENDA Nº 22,6091
MPV,746,2016,10,Aprovada a  Emenda n° 24. Sim: 324; Não: 5: Abstenção: 1; Total: 330.,13/12/2016,70260,DTQ. 26 - DEM - EMENDA Nº 24,6091
PL,7469,2014,1,Aprovado o Requerimento. Sim: 268; não: 138; abstenção: 1; total: 407. (Passou-se à apreciação do PLP nº 302/2013).,17/3/2015,65220,REQ. DE INVERSÃO DE PAUTA PARA O ITEM 2. PLP Nº 302/2013,5470
PL,7469,2014,2,Aprovado o Requerimento. Sim: 226; não: 208; abstenção: 2; total: 436.,18/3/2015,67800,REQUERIMENTO DE RETIRADA DE PAUTA,5472
MPV,747,2016,1,Mantido o texto. Sim: 274; não: 84; abstenção: 2; total: 360.,21/2/2017,77460,DTQ. 6 - PCdoB - §3º DO ART. 33 DA LEI 4117/69. CONST. DO ART. 5º DO PLV,6125
MPV,747,2016,2,Rejeitada a Emenda Aglutinativa n°1. Sim: 160; não: 184; abstenção: 2; total: 346.,21/2/2017,76500,EMENDA AGLUTINATIVA Nº 1,6125
REQ,7492,2013,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 284 ; não: 53; abstenção:6 ; total: 344 .(Ficam prejudicados os Requerimentos de n. 10.392/2014 e 512/2015. de mesmo teor).,3/3/2015,63480,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4.372/2012,5457
PL,7699,2006,1,"Em razão do resultado proclamado pela Mesa: ""Suprimido o texto"" (em processo simbólico). foi solicitada a verificação da votação pelos Deputados Erika Kokay. na qualidade de Líder do PT; Carmen Zanotto. na qualidade de Líder do PPS; Jovair Arantes. Líder do PTB; Jean Wyllys. na qualidade de Líder do PSOL; e Sarney Filho. Líder do PV. passando-se à sua votação pelo processo nominal.",5/3/2015,67260,DVS - BLOCO PRB - INC. VI. §4º. ART 18 DA SUBEMENDA SUBST. DE PLENÁRIO,5460
PL,7699,2006,2,Mantido o inciso destacado. Sim: 188; não: 174; abstenção: 6; total: 368.,5/3/2015,67260,DVS - BLOCO PRB - INC. VI. §4º. ART 18 DA SUBEMENDA SUBST. DE PLENÁRIO,5460
PL,7735,2014,1,NA,17/12/2014,77460,REQ. DE RETIRADA DE PAUTA,5427
PL,7735,2014,2,Rejeitada a Emenda nº 193. Sim: 161; não: 241; abstenção: 1; total: 403.,10/2/2015,67200,DVS - PRB - EMENDA Nº 193,5443
PL,7735,2014,3,Rejeitada a Emenda nº 3. Sim: 135; não: 283; abstenções: 2; total: 420.,27/4/2015,77460,DVS - PDT - EMENDA Nº 3,5511
PL,7735,2014,4,Rejeitada a Emenda nº 12. Sim: 166; não: 240; abstenção: 1; total: 407.,27/4/2015,82260,DVS - PV - EMENDA Nº 12,5511
PL,789,2007,1,Aprovado o destaque de preferência. Sim: 375; não: 5; abstenção: 2; total: 382.,25/3/2015,80460,REQ. DE PREFERÊNCIA PARA VOTAÇÃO DO PL Nº 8.077/2014,5480
PL,7924,2014,1,Aprovado o Requerimento. Sim: 233; não: 149; abstenção: 01; total: 383.,10/3/2015,75480,REQUERIMENTO DE RETIRADA DE PAUTA,5464
PRC,8,2007,1,Aprovado o Requerimento que solicita preferência para apreciação do PRC nº 134 de 2016. item 2. sobre os demais itens da pauta. Sim: 297; não: 1; abstenção: 2; total: 300.,26/4/2016,70260,REQUERIMENTO DE PREFERÊNCIA PARA O PRC Nº 134/2016,5859
PRC,8,2007,2,Rejeitado o Requerimento. Sim: 43; não: 293; abstenção: 1; total: 337.,27/4/2016,77880,REQUERIMENTO DE RETIRADA DE PAUTA,5863
PRC,8,2007,3,Rejeitado o Requerimento. Sim: 57; não: 202; abstenção: 2; total: 261.,27/4/2016,79680,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 2 SESSÕES,5863
PRC,8,2007,4,Rejeitado o Requerimento. Sim: 57; não: 279; abstenção: 4; total: 340.,27/4/2016,80100,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO,5863
PRC,8,2007,5,Rejeitado o Requerimento. Sim: 37; não: 229; total: 266.,27/4/2016,81420,REQUERIMENTO DE DISCUSSÃO POR PARTES,5863
PRC,8,2007,6,Aprovado o Requerimento.  Sim: 248; não: 62; abstenção: 2; total: 312.,27/4/2016,83400,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO,5863
PRC,8,2007,7,Rejeitado o Requerimento. Sim: 49; não: 267; abstenção: 4; total: 320.,27/4/2016,84420,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES,5863
PRC,8,2007,8,Rejeitado o Requerimento. Sim: 74; não: 244; abstenção: 1; total: 319.,27/4/2016,84960,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 1 SESSÃO,5863
PRC,8,2007,9,Rejeitado o Requerimento. Sim: 69; não: 278; abstenção: 3; total: 350.,27/4/2016,85680,REQUERIMENTO DE VOTAÇÃO POR GRUPOS DE ARTIGOS,5863
PRC,8,2007,10,Rejeitado o Requerimento. Sim: 69; não: 301; abstenção: 2; total: 373.,27/4/2016,120,REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO,5863
PRC,8,2007,11,Rejeitado o Destaque de preferência. Sim: 73; não: 290; total: 365.,27/4/2016,780,DTQ 9 - PT - PREFERÊNCIA PARA A EMENDA DE PLENÁRIO Nº 3,5863
PRC,8,2007,12,Votação do Substitutivo adotado pela Mesa Diretora ao Projeto de Resolução nº 8 de 2007.,27/4/2016,1320,SUBSTITUTIVO DA MESA DIRETORA,5863
PRC,8,2007,13,Aprovado o Substitutivo adotado pela Mesa Diretora ao Projeto de Resolução nº 8 de 2007. Sim: 221; não: 167; abstenção: 1; total: 388.,27/4/2016,1320,SUBSTITUTIVO DA MESA DIRETORA,5863
PRC,8,2007,14,Mantido o texto. Sim: 267; não: 119; abstenção: 4; total: 390.,27/4/2016,2220,DTQ 3 - PSOL - ART. 3º DO SUBSTITUTIVO,5863
PRC,8,2007,15,Mantido o texto. Sim: 276; não: 107; abstenção: 4; total: 387.,27/4/2016,3300,"DTQ 13 - PT: ALÍNEA ""T"" CONTIDA NO XVII. DO ART. 32 CONTIDO NO ART. 3º DO SUBST.",5863
PRC,8,2007,16,Mantido o texto. Sim: 259; não: 122; abstenção: 5; total: 386.,27/4/2016,4620,"DTQ 11 - BLOCO PP - EXPR.: ""AO NASCITURO"". CONST. DA LETRA ""T"" DO INC. XVII DO",5863
PL,846,2015,1,Mantido o texto. Sim: 215; não: 100; abstenção: 5; total: 320.,26/3/2015,50040,DVS PPS - ART 3º DA SUBEMENDA SUBSTITUTIVA,5481
REQ,8530,2013,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 316; não: 166; abstenção: 3; total: 485.,7/4/2015,77400,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 4330/2004,5491
PL,863,2015,1,NA,24/6/2015,2460,SUBSTITUTIVO DA CFT,5581
PL,863,2015,2,Mantido o texto destacado. Sim: 226; não: 127; abstenção: 1; total: 354.,25/6/2015,45300,DTQ. 32: DEM - ART. 1º DO SUBSTITUTIVO,5582
PL,863,2015,3,Rejeitada a Emenda nº 100. Sim: 117; não: 226; abstenção: 2; total: 345.,25/6/2015,47880,DTQ. 21: PSDB - EMENDA Nº 100,5582
PL,863,2015,4,Rejeitada a Emenda nº 89. Sim: 125; não: 214; total: 339.,25/6/2015,50400,DTQ. 9: PPS - EMENDA Nº 89,5582
PL,863,2015,5,Mantida a expressão destacada. Sim: 223; não: 110; abstenção: 2; total: 335.,25/6/2015,51960,"DTQ. 5: PSB - EXP. ""DE CALL CENTER"" CONST. DO ART. 7º-A DA LEI 12.546",5582
PL,863,2015,6,Rejeitada a Emenda nº 97. Sim: 136; não: 213; total: 349.,25/6/2015,54780,DTQ 17 - PSDB - EMENDA 97,5583
PL,863,2015,7,Aprovada a Emenda Aglutinativa nº 6.  Sim: 211; não: 160; total: 371.,25/6/2015,57180,EMENDA  AGLUTINATIVA Nº 6,5583
PL,863,2015,8,Rejeitada a Emenda nº 4. Sim: 140; não: 205; abstenção: 1; total: 346.,25/6/2015,58920,DTQ 3 - SOLIDARIEDADE -  EMENDA Nº 4,5583
PL,863,2015,9,Suprimido o texto destacado. Sim: 169; não: 212; abstenção: 6; total: 387.,25/6/2015,62880,DTQ. 8 - PP -  ART. 4º DO SUBSTITUTIVO,5583
PL,863,2015,10,Mantido o texto destacado. Sim: 340; não: 33; total: 373.,25/6/2015,64620,DTQ 30: PSD -  ART. 5º DO SUBSTITUTIVO,5583
PRC,88,2015,1,Aprovada a Redação Final assinada pelo Relator. Dep. Beto Mansur (PRB-SP). Sim: 226; não: 180; abstenção: 4; total: 410.,4/5/2016,77340,PROJETO DE RESOLUÇÃO - REDAÇÃO FINAL,5872
REQ,9909,2014,1,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 292; não: 26; abstenção: 3; total: 321.,26/2/2015,60600,URGÊNCIA PARA APRECIAÇÃO DO PL Nº 5201/2013,5453
